,region,file_name,treeID,Model,point2tree_area,voxel_volume,convex_hull_volume,voxel_area,Iteration,point2tree_volume,Recon_iter,Precision,Recall,F1 Score,graham_volume,graham_Area,convex_hull_area,density_points_per_m2,num_point,bounding_box_area_m2,file
222,NIBIO,./NIBIO/plot_19_annotated.las,1,tree_225,16.39677446,53.4,96.1121445,15.0,3400,74.30099955,3400,0.96058,0.82334,0.886680947,65.90061965,12.33419973,15.2632,5069.93982,100000,19.7241,plot_19_annotated.las
223,NIBIO,./NIBIO/plot_19_annotated.las,2,tree_226,5.267339882,17.024,27.070062,5.92,3400,16.20398333,3400,0.973489168,0.87793,0.923243488,16.30761007,3.546800011,6.0772,2391.818182,21048,8.8,plot_19_annotated.las
224,NIBIO,./NIBIO/plot_19_annotated.las,3,tree_227,21.15411213,60.6,137.782455,15.96,3400,115.7138899,3400,0.92351,0.65437,0.765986309,83.75920265,10.92560015,16.57315,4316.764154,100000,23.1655,plot_19_annotated.las
225,NIBIO,./NIBIO/plot_19_annotated.las,4,tree_228,6.471200944,21.344,34.36678533,6.56,3400,20.06882049,3400,0.983741563,0.86591,0.921072567,20.17984017,4.182449799,6.16145,5469.468308,47114,8.614,plot_19_annotated.las
226,NIBIO,./NIBIO/plot_19_annotated.las,5,tree_229,7.935241082,26.888,62.03211,8.12,3400,32.65312317,3400,0.959015907,0.76277,0.849709084,26.83558486,4.332499875,8.0596,2892.608807,33696,11.649,plot_19_annotated.las
227,NIBIO,./NIBIO/plot_19_annotated.las,6,tree_230,9.139849162,29.656,56.59973217,9.44,3400,30.75024159,3400,0.96780998,0.84631,0.902991283,27.94020522,6.438800235,9.218550001,4353.009259,56415,12.96,plot_19_annotated.las
228,NIBIO,./NIBIO/plot_19_annotated.las,7,tree_231,11.83397501,41.56,90.60229984,12.36,3400,46.59865814,3400,0.955828389,0.81262,0.878425709,45.64272514,6.804449971,11.9573,5234.368387,80391,15.3583,plot_19_annotated.las
229,NIBIO,./NIBIO/plot_19_annotated.las,8,tree_232,11.46264255,37.056,76.23600133,12.08,3400,39.70122074,3400,0.944476554,0.78324,0.856334697,38.83089757,6.513900091,11.94015,3171.148935,51906,16.3682,plot_19_annotated.las
230,NIBIO,./NIBIO/plot_19_annotated.las,9,tree_233,13.06566126,43.456,78.66523367,12.6,3400,66.23633219,3400,0.966299274,0.79515,0.872409872,52.94872554,8.843550215,12.68135,4504.672897,77120,17.12,plot_19_annotated.las
231,NIBIO,./NIBIO/plot_19_annotated.las,10,tree_234,16.80412839,48.896,112.1062302,14.56,3400,75.25423439,3400,0.96534,0.76234,0.851913891,66.1877577,12.18190025,16.1907,4224.257375,100000,23.6728,plot_19_annotated.las
232,NIBIO,./NIBIO/plot_19_annotated.las,11,tree_235,10.36196081,39.416,64.33262717,9.4,3400,50.20841057,3400,0.959786412,0.82675,0.888314854,43.04558002,7.131300073,9.35445,5275.907622,66296,12.5658,plot_19_annotated.las
233,NIBIO,./NIBIO/plot_19_annotated.las,12,tree_236,0.796271308,0.896,1.3798605,1.0,3400,0.399602156,3400,0.909937888,0.55242,0.68747588,0.351432516,0.404649543,0.9355,241.4698163,322,1.3335,plot_19_annotated.las
234,NIBIO,./NIBIO/plot_19_annotated.las,13,tree_237,12.3738404,40.84,67.08348733,12.04,3400,48.7085826,3400,0.971090135,0.87823,0.922328669,41.14715602,8.223850085,11.8311,4408.333107,81045,18.3845,plot_19_annotated.las
235,NIBIO,./NIBIO/plot_19_annotated.las,14,tree_238,4.691903086,10.008,24.36571483,5.6,3400,6.980768603,3400,0.959030949,0.79528,0.869513051,10.53639985,2.873699645,5.45315,991.6981132,7884,7.95,plot_19_annotated.las
236,NIBIO,./NIBIO/plot_19_annotated.las,15,tree_239,25.62435975,83.912,181.3396708,23.2,3400,118.784599,3400,0.88534,0.68494,0.772352421,103.649628,16.01864925,24.01065,2868.962985,100000,34.85579999,plot_19_annotated.las
237,NIBIO,./NIBIO/plot_19_annotated.las,16,tree_240,7.32760588,23.168,44.22961633,7.96,3400,22.25200039,3400,0.980506696,0.85008,0.91064699,24.33770739,5.453850155,8.190800001,3712.88799,46221,12.4488,plot_19_annotated.las
238,NIBIO,./NIBIO/plot_19_annotated.las,17,tree_241,4.22080614,13.624,21.6608955,4.96,3400,9.769079173,3400,0.973013493,0.88765,0.928373594,12.54261505,3.397750213,4.706700001,2912.436647,18676,6.4125,plot_19_annotated.las
239,NIBIO,./NIBIO/plot_19_annotated.las,18,tree_242,11.79867929,35.824,91.26623717,10.6,3400,49.37036414,3400,0.952731958,0.71629,0.817763207,40.38526695,6.952949491,10.47815,4378.575177,66747,15.244,plot_19_annotated.las
240,NIBIO,./NIBIO/plot_19_annotated.las,19,tree_243,6.466185961,16.312,28.35193817,7.36,3400,15.18871763,3400,0.960630983,0.85429,0.904345093,17.83608978,6.349050527,7.27825,1503.882885,14834,9.863800001,plot_19_annotated.las
241,NIBIO,./NIBIO/plot_19_annotated.las,20,tree_244,5.032801094,13.04,27.27260967,6.52,3400,8.443870677,3400,0.950662494,0.86104,0.903634495,12.11354561,2.841799774,6.46645,1460.19678,15019,10.2856,plot_19_annotated.las
242,NIBIO,./NIBIO/plot_19_annotated.las,21,tree_245,7.231473713,16.768,32.88405966,7.8,3400,18.19009968,3400,0.945901906,0.78831,0.85994558,17.53623996,4.679049403,7.765949999,1210.405901,12274,10.1404,plot_19_annotated.las
243,NIBIO,./NIBIO/plot_19_annotated.las,22,tree_246,16.99698823,48.144,110.8121847,15.64,3400,63.92686652,3400,0.959931758,0.75935,0.847940342,57.51872712,10.24689937,15.69165,4115.15772,84406,20.511,plot_19_annotated.las
244,NIBIO,./NIBIO/plot_19_annotated.las,23,tree_247,11.30065322,9.176,33.74778867,11.52,3400,11.11817577,3400,0.970312857,0.69876,0.812446034,15.67212514,6.345050092,13.8032,451.8392405,8758,19.383,plot_19_annotated.las
245,NIBIO,./NIBIO/plot_19_annotated.las,24,tree_248,5.766708946,18.32,30.50454683,6.6,3400,13.72944697,3400,0.978452787,0.90521,0.940407437,17.40090984,3.761250034,6.39615,4621.002642,37267,8.064699999,plot_19_annotated.las
246,NIBIO,./NIBIO/plot_19_annotated.las,25,tree_249,6.020598118,13.984,25.0563445,7.16,3400,13.05431734,3400,0.960649503,0.82418,0.887197467,14.36722003,5.548499936,6.91705,1261.720192,13672,10.836,plot_19_annotated.las
247,NIBIO,./NIBIO/plot_19_annotated.las,26,tree_250,4.966687218,4.232,18.21573634,5.52,3400,5.290873322,3400,0.978474785,0.56247,0.714318537,4.277570151,3.51264982,6.264000001,339.3013647,3252,9.584400001,plot_19_annotated.las
248,NIBIO,./NIBIO/plot_19_annotated.las,27,tree_251,3.872743616,7.0,12.25941067,4.76,3400,4.713885928,3400,0.94452102,0.86478,0.902893304,6.686724965,3.223400186,4.5534,890.8945785,5804,6.5148,plot_19_annotated.las
249,NIBIO,./NIBIO/plot_19_annotated.las,28,tree_252,26.75483157,72.048,163.4814435,23.28,3400,129.7129207,3400,0.92682,0.6701,0.777824915,98.60203887,14.83545006,24.23635,2911.377664,100000,34.348,plot_19_annotated.las
250,NIBIO,./NIBIO/plot_19_annotated.las,31,tree_253,15.55161811,51.272,99.33961384,13.56,3400,84.97694242,3400,0.962872377,0.73892,0.836160352,64.92113011,10.71479983,13.41645,4163.840599,81772,19.6386,plot_19_annotated.las
251,NIBIO,./NIBIO/plot_19_annotated.las,32,tree_254,14.06731579,23.072,69.01818383,15.92,3400,28.10839587,3400,0.907977547,0.61829,0.735642239,36.56856257,9.863599365,18.588,402.1533915,11758,29.2376,plot_19_annotated.las
252,NIBIO,./NIBIO/plot_19_annotated.las,33,tree_255,17.70188267,69.376,153.961564,16.04,3400,100.9636387,3400,0.92961,0.70614,0.802610185,91.14208508,10.43749937,16.05865,4498.182734,100000,22.2312,plot_19_annotated.las
253,NIBIO,./NIBIO/plot_1_annotated.las,1,tree_256,34.17427186,90.152,247.7832773,25.48,3400,230.9760159,3400,0.83548,0.4897,0.61747771,148.6445906,17.85755005,27.9172,2706.242761,100000,36.9516,plot_1_annotated.las
254,NIBIO,./NIBIO/plot_1_annotated.las,2,tree_257,10.51641745,39.144,70.4310785,11.28,3400,42.13336565,3400,0.952051769,0.79795,0.868215933,45.76943249,7.86489978,10.7179,3121.373771,52077,16.684,plot_1_annotated.las
255,NIBIO,./NIBIO/plot_1_annotated.las,3,tree_258,16.27542787,55.432,111.9371543,14.0,3400,94.67474236,3400,0.950105467,0.71616,0.816709636,71.05512761,9.956350119,13.90105,3963.352437,75379,19.019,plot_1_annotated.las
256,NIBIO,./NIBIO/plot_1_annotated.las,4,tree_259,11.16460904,39.84,86.16016516,11.4,3400,48.02192389,3400,0.95400974,0.79932,0.869841021,44.8832947,6.40159954,11.09715,3936.102236,61600,15.65,plot_1_annotated.las
257,NIBIO,./NIBIO/plot_1_annotated.las,6,tree_261,14.52896894,36.856,153.3683975,12.08,3400,92.25416495,3400,0.921001009,0.56449,0.699965003,43.1991228,5.890749751,13.55355,2251.044019,35684,15.8522,plot_1_annotated.las
258,NIBIO,./NIBIO/plot_1_annotated.las,7,tree_262,23.67149494,104.248,265.178758,22.92,3400,164.724176,3400,0.86969,0.63006,0.730730964,157.0260581,14.9006491,23.35205,2896.300844,100000,34.5268,plot_1_annotated.las
259,NIBIO,./NIBIO/plot_1_annotated.las,8,tree_263,3.095915115,9.296,22.46319333,4.28,3400,8.396159135,3400,0.966114395,0.78391,0.865527061,7.08905011,1.758449954,3.86885,2044.355937,12011,5.875199999,plot_1_annotated.las
260,NIBIO,./NIBIO/plot_1_annotated.las,11,tree_266,7.271592095,22.536,40.779832,8.08,3400,21.48143208,3400,0.959755621,0.7942,0.869164425,23.52516245,5.68079965,7.75875,2929.55255,28153,9.609999999,plot_1_annotated.las
261,NIBIO,./NIBIO/plot_1_annotated.las,12,tree_267,7.699601273,14.304,39.75988533,8.96,3400,14.30633471,3400,0.95748591,0.81165,0.878557079,16.76008754,5.216449787,9.72425,1335.777294,16324,12.2206,plot_1_annotated.las
262,NIBIO,./NIBIO/plot_1_annotated.las,19,tree_268,16.87869162,54.008,139.5380585,16.04,3400,78.70245507,3400,0.945729159,0.70094,0.805139749,73.94181972,10.75845051,16.92265,3097.660686,68195,22.015,plot_1_annotated.las
263,NIBIO,./NIBIO/plot_1_annotated.las,21,tree_269,14.98383169,38.896,94.2059295,14.32,3400,55.45107631,3400,0.942356772,0.71898,0.815651207,56.89606196,11.86025014,16.58245,1930.513082,45452,23.544,plot_1_annotated.las
264,NIBIO,./NIBIO/plot_1_annotated.las,23,tree_270,16.10162213,47.584,132.2029922,15.76,3400,71.38338272,3400,0.935914474,0.61765,0.744182278,65.89536253,9.997200444,17.02655,2038.51042,51166,25.0997,plot_1_annotated.las
265,NIBIO,./NIBIO/plot_1_annotated.las,24,tree_271,7.29384784,12.248,32.57946133,8.76,3400,11.71978829,3400,0.93091515,0.76238,0.838260349,14.27441994,4.660200024,8.7017,687.2797746,7802,11.352,plot_1_annotated.las
266,NIBIO,./NIBIO/plot_1_annotated.las,25,tree_272,13.96033383,19.336,61.788752,14.16,3400,24.2676215,3400,0.930941859,0.67833,0.784809338,29.60866508,10.31349978,14.6747,501.0288869,11541,23.0346,plot_1_annotated.las
267,NIBIO,./NIBIO/plot_1_annotated.las,26,tree_273,6.505038693,11.424,28.40286217,7.6,3400,10.37171024,3400,0.955076089,0.77402,0.855068725,14.19120959,5.791048628,8.090000001,842.0812415,9594,11.3932,plot_1_annotated.las
268,NIBIO,./NIBIO/plot_1_annotated.las,27,tree_274,16.25614181,56.552,145.448287,15.88,3400,73.63609812,3400,0.905065568,0.6739,0.772561098,68.15498508,10.79679955,15.7004,2846.941626,61158,21.482,plot_1_annotated.las
269,NIBIO,./NIBIO/plot_1_annotated.las,29,tree_275,5.755132914,20.76,39.72819733,6.72,3400,19.27258313,3400,0.941424196,0.84792,0.892229014,17.59655948,3.184499169,6.563249999,2835.678305,26120,9.211199998,plot_1_annotated.las
270,NIBIO,./NIBIO/plot_1_annotated.las,30,tree_276,29.28978582,100.216,336.6561142,26.68,3400,209.7899301,3400,0.79002,0.46481,0.585273218,198.2332992,18.66769934,27.7539,2732.957278,100000,36.5904,plot_1_annotated.las
271,NIBIO,./NIBIO/plot_1_annotated.las,33,tree_278,6.125378921,8.504,18.63032067,6.52,3400,8.713885196,3400,0.922493225,0.6885,0.788503112,9.982752477,3.743899729,6.3561,430.7929393,3690,8.565599998,plot_1_annotated.las
272,NIBIO,./NIBIO/plot_1_annotated.las,35,tree_279,10.08664288,26.632,65.151719,10.48,3400,38.51430028,3400,0.946029874,0.69288,0.799903875,36.04865035,6.81155005,10.3694,1882.561883,25440,13.5135,plot_1_annotated.las
273,NIBIO,./NIBIO/plot_1_annotated.las,36,tree_280,9.320926449,25.208,44.34603583,9.32,3400,27.87525825,3400,0.968210484,0.84695,0.903529883,29.35926019,6.12239968,9.24735,2904.613497,35043,12.0646,plot_1_annotated.las
274,NIBIO,./NIBIO/plot_1_annotated.las,37,tree_281,7.934091458,17.688,60.31457166,9.56,3400,21.9583524,3400,0.941731451,0.62315,0.750012026,31.02507525,6.834599714,10.2026,828.3161718,13249,15.9951,plot_1_annotated.las
275,NIBIO,./NIBIO/plot_21_annotated.las,1,tree_282,25.85525425,110.864,255.255254,24.12,3400,185.9112927,3400,0.80223,0.57223,0.667986079,162.7381649,15.57019977,24.2467,3051.078098,100000,32.7753,plot_21_annotated.las
276,NIBIO,./NIBIO/plot_21_annotated.las,2,tree_283,28.27320302,106.312,305.8604797,25.44,3400,197.138518,3400,0.8238,0.56781,0.672260013,158.4231795,16.93220005,26.2978,2718.53634,100000,36.7845,plot_21_annotated.las
277,NIBIO,./NIBIO/plot_21_annotated.las,3,tree_284,15.2405019,53.632,139.1568215,15.12,3400,72.90071701,3400,0.928056708,0.72553,0.8143909,68.69026245,9.488250044,15.19,3778.740228,85067,22.512,plot_21_annotated.las
278,NIBIO,./NIBIO/plot_21_annotated.las,4,tree_285,12.37640923,48.856,128.3284362,13.12,3400,73.34025102,3400,0.926304365,0.72021,0.810358756,60.49663719,8.635100318,13.25815,4665.578869,91213,19.5502,plot_21_annotated.las
279,NIBIO,./NIBIO/plot_21_annotated.las,5,tree_286,16.13143533,52.64,103.1327057,15.44,3400,69.45227671,3400,0.95681,0.80062,0.871774378,65.78410088,10.73275072,15.6635,5158.468141,100000,19.3856,plot_21_annotated.las
280,NIBIO,./NIBIO/plot_21_annotated.las,6,tree_287,9.416052721,23.656,63.09254566,10.48,3400,23.51855418,3400,0.952156098,0.77067,0.851853987,28.42388253,6.60555025,9.938599999,1955.867986,25625,13.1016,plot_21_annotated.las
281,NIBIO,./NIBIO/plot_21_annotated.las,7,tree_288,39.01333438,112.184,343.9419922,32.96,3400,251.7128352,3400,0.85376,0.56417,0.679392889,224.5045792,27.39495049,36.8685,1948.064598,100000,51.333,plot_21_annotated.las
282,NIBIO,./NIBIO/plot_21_annotated.las,8,tree_289,11.17396739,35.936,82.62867633,11.8,3400,42.18278333,3400,0.956656186,0.75159,0.841814522,43.67849776,6.439149657,11.3247,3842.543729,57886,15.0645,plot_21_annotated.las
283,NIBIO,./NIBIO/plot_21_annotated.las,9,tree_290,16.94187649,63.704,132.0582138,15.92,3400,89.26172213,3400,0.925,0.69594,0.794285415,80.3447752,9.836050081,15.94025,4644.768134,100000,21.5296,plot_21_annotated.las
284,NIBIO,./NIBIO/plot_21_annotated.las,10,tree_291,13.86815471,52.56,108.5163005,13.72,3400,62.25508068,3400,0.953929359,0.78767,0.86286382,64.99377689,8.151099342,13.84265,4703.745021,90231,19.1828,plot_21_annotated.las
285,NIBIO,./NIBIO/plot_21_annotated.las,11,tree_292,17.5195018,67.68,176.1222998,16.6,3400,112.5836509,3400,0.90585,0.69271,0.785070756,78.04605501,8.295199571,16.57745,4026.640252,100000,24.8346,plot_21_annotated.las
286,NIBIO,./NIBIO/plot_21_annotated.las,13,tree_293,14.5097788,40.016,76.4478725,13.04,3400,53.96162418,3400,0.969287262,0.79652,0.874451823,48.59367559,9.8152004,13.39775,3295.143881,65087,19.7524,plot_21_annotated.las
287,NIBIO,./NIBIO/plot_21_annotated.las,17,tree_294,14.70313588,61.112,144.3631975,15.44,3400,84.71744975,3400,0.897184184,0.66979,0.766987741,78.33742021,10.35610051,15.1959,4059.08066,88216,21.733,plot_21_annotated.las
288,NIBIO,./NIBIO/plot_21_annotated.las,20,tree_295,6.644867546,19.464,50.69738217,7.48,3400,23.20934918,3400,0.955297627,0.72562,0.82476744,18.98425764,4.32289987,7.10905,1960.664248,21453,10.9417,plot_21_annotated.las
289,NIBIO,./NIBIO/plot_21_annotated.las,21,tree_296,11.22683873,37.968,67.4939435,11.56,3400,46.75372383,3400,0.958924709,0.8343,0.892281799,44.48970259,8.323199927,11.35975,3421.712937,59184,17.2966,plot_21_annotated.las
290,NIBIO,./NIBIO/plot_21_annotated.las,22,tree_297,7.909195183,18.08,46.0187535,8.64,3400,17.00823376,3400,0.964337028,0.79713,0.872797461,21.49329025,5.403200311,9.316649999,1505.934718,19488,12.9408,plot_21_annotated.las
291,NIBIO,./NIBIO/plot_21_annotated.las,23,tree_298,13.92679618,53.688,96.93210883,13.6,3400,66.03430392,3400,0.95521,0.76729,0.850999223,64.2463855,10.18299999,13.4599,6231.422571,100000,16.0477,plot_21_annotated.las
292,NIBIO,./NIBIO/plot_21_annotated.las,24,tree_299,18.2393309,55.288,113.6841018,16.2,3400,84.55409943,3400,0.94396,0.76759,0.846687805,69.77892795,13.06420021,17.1329,4101.537666,100000,24.3811,plot_21_annotated.las
293,NIBIO,./NIBIO/plot_22_annotated.las,1,tree_300,26.1540693,76.192,282.3061988,23.32,3400,171.0688014,3400,0.82103,0.48917,0.613071661,125.19419,21.03709873,26.81915,2839.618355,100000,35.216,plot_22_annotated.las
294,NIBIO,./NIBIO/plot_22_annotated.las,2,tree_301,7.161634356,37.528,80.47137117,7.32,3400,51.37428694,3400,0.941629975,0.74321,0.830736241,36.22422018,4.23530023,6.8485,6788.945645,59277,8.731399999,plot_22_annotated.las
295,NIBIO,./NIBIO/plot_22_annotated.las,3,tree_302,26.58136657,58.472,159.3482848,22.24,3400,101.8258779,3400,0.956864453,0.74641,0.838635482,102.2408771,19.24585019,24.48665,2388.245205,91850,38.4592,plot_22_annotated.las
296,NIBIO,./NIBIO/plot_22_annotated.las,4,tree_303,17.37407771,61.096,147.984023,16.28,3400,78.02355027,3400,0.936098824,0.79224,0.858182345,74.13193229,12.04119998,17.4349,3900.237362,99247,25.4464,plot_22_annotated.las
297,NIBIO,./NIBIO/plot_22_annotated.las,5,tree_304,16.74900866,82.936,172.3265013,15.6,3400,129.6572762,3400,0.90676,0.69041,0.783931794,101.8935903,9.710200199,15.52435,4546.281142,100000,21.996,plot_22_annotated.las
298,NIBIO,./NIBIO/plot_22_annotated.las,6,tree_305,26.00487797,80.096,192.2790135,21.84,3400,152.7681022,3400,0.89106,0.66899,0.76421939,106.3773342,17.81480006,22.22435,3684.381171,100000,27.1416,plot_22_annotated.las
299,NIBIO,./NIBIO/plot_22_annotated.las,8,tree_307,30.54690107,95.96,265.94911,26.64,3400,194.0187887,3400,0.88866,0.59909,0.715694598,151.9319303,19.83804943,29.3369,2772.963605,100000,36.0625,plot_22_annotated.las
300,NIBIO,./NIBIO/plot_22_annotated.las,9,tree_308,22.23324884,68.784,229.5804153,18.6,3400,147.247836,3400,0.88409,0.56019,0.685820446,91.06398556,10.452401,18.98515,4215.958245,100000,23.7194,plot_22_annotated.las
301,NIBIO,./NIBIO/plot_22_annotated.las,10,tree_309,26.4712731,129.72,353.1882893,25.72,3400,238.8679819,3400,0.77204,0.55117,0.643171208,208.0471703,14.24059992,25.7625,2884.704145,100000,34.6656,plot_22_annotated.las
302,NIBIO,./NIBIO/plot_22_annotated.las,11,tree_310,21.25855407,74.176,185.4684605,19.84,3400,106.909511,3400,0.92934,0.69974,0.798360267,99.67335249,13.11470044,19.95535,3820.526927,100000,26.1744,plot_22_annotated.las
303,NIBIO,./NIBIO/plot_22_annotated.las,12,tree_311,11.22086163,32.992,67.91291,10.76,3400,45.90701725,3400,0.9622599,0.77412,0.857997301,41.51457,7.592750359,11.09685,3748.521959,53259,14.208,plot_22_annotated.las
304,NIBIO,./NIBIO/plot_22_annotated.las,13,tree_312,9.967516284,24.48,46.47113117,10.48,3400,24.3035413,3400,0.966282119,0.89375,0.928601861,25.7512927,5.603400622,10.63555,2539.365491,38140,15.0195,plot_22_annotated.las
305,NIBIO,./NIBIO/plot_22_annotated.las,16,tree_313,20.12400235,61.184,175.6621283,20.52,3400,75.88821453,3400,0.929881626,0.7382,0.823027609,78.56773562,9.091250222,20.85665,3141.715329,86083,27.4,plot_22_annotated.las
306,NIBIO,./NIBIO/plot_22_annotated.las,19,tree_314,2.523803726,3.56,21.584948,3.08,3400,3.846472882,3400,0.962962963,0.54125,0.692991905,1.915020031,0.892049984,3.9636,605.3946054,5454,9.009,plot_22_annotated.las
307,NIBIO,./NIBIO/plot_22_annotated.las,20,tree_315,14.14154833,49.064,120.777762,14.16,3400,66.88660741,3400,0.929009183,0.71221,0.806290393,64.03188776,7.56089984,14.09055,2601.869569,49767,19.1274,plot_22_annotated.las
308,NIBIO,./NIBIO/plot_23_annotated.las,1,tree_316,18.67194821,64.936,153.565953,17.56,3400,89.49208406,3400,0.93688,0.73358,0.82285889,80.14356953,11.29514926,20.49155,3110.419907,100000,32.15,plot_23_annotated.las
309,NIBIO,./NIBIO/plot_23_annotated.las,2,tree_317,19.01535396,62.168,96.95387034,17.88,3400,75.63940168,3400,0.95483,0.84975,0.899230616,72.35508238,13.51449991,17.76055,4128.580511,100000,24.2214,plot_23_annotated.las
310,NIBIO,./NIBIO/plot_23_annotated.las,3,tree_318,13.99187919,47.656,96.70664417,13.28,3400,58.21107227,3400,0.954364073,0.7987,0.869620907,56.01927771,8.837050113,14.1515,4513.079958,86708,19.2126,plot_23_annotated.las
311,NIBIO,./NIBIO/plot_23_annotated.las,4,tree_319,8.235635077,26.312,49.44283117,8.84,3400,25.95147956,3400,0.958506122,0.8279,0.888428682,29.02334545,6.336300065,8.7406,2880.177452,40512,14.0658,plot_23_annotated.las
312,NIBIO,./NIBIO/plot_23_annotated.las,5,tree_320,13.11220915,43.448,87.249952,11.92,3400,63.21762877,3400,0.964083595,0.78859,0.867550792,50.86651506,9.012300539,12.53675,5087.121782,81105,15.9432,plot_23_annotated.las
313,NIBIO,./NIBIO/plot_23_annotated.las,6,tree_321,16.5390032,68.896,139.0089165,16.4,3400,87.68654163,3400,0.92868,0.73662,0.821574805,85.87040016,12.22990061,16.537,4834.491194,100000,20.6847,plot_23_annotated.las
314,NIBIO,./NIBIO/plot_23_annotated.las,7,tree_322,33.66746545,127.664,394.8911282,31.88,3400,238.1823791,3400,0.7736,0.53565,0.633001856,218.356086,21.62939983,34.84535,2166.668833,100000,46.1538,plot_23_annotated.las
315,NIBIO,./NIBIO/plot_23_annotated.las,8,tree_323,16.83135262,74.296,176.3554183,15.96,3400,103.5803191,3400,0.89935,0.72373,0.80203881,84.03883002,9.676100048,16.45795,4221.190377,100000,23.69,plot_23_annotated.las
316,NIBIO,./NIBIO/plot_23_annotated.las,9,tree_324,17.40690617,65.488,198.4966457,16.64,3400,100.7780351,3400,0.90547,0.72156,0.803120942,72.73250467,6.602549416,17.2953,3562.839584,100000,28.0675,plot_23_annotated.las
317,NIBIO,./NIBIO/plot_23_annotated.las,10,tree_325,22.46085251,104.912,329.6425765,21.84,3400,196.0820464,3400,0.79206,0.55796,0.654712964,145.5303153,11.50385027,21.61995,3434.065934,100000,29.12,plot_23_annotated.las
318,NIBIO,./NIBIO/plot_23_annotated.las,11,tree_326,17.166023,54.896,127.4252663,16.32,3400,62.19385085,3400,0.966957651,0.84822,0.903705286,62.04544023,10.59475164,17.77645,3619.910684,97027,26.8037,plot_23_annotated.las
319,NIBIO,./NIBIO/plot_23_annotated.las,12,tree_327,17.22520866,41.336,126.1517068,16.76,3400,56.91129667,3400,0.92905977,0.68087,0.785834186,53.40656266,7.447850583,17.15075,1722.10249,43149,25.056,plot_23_annotated.las
320,NIBIO,./NIBIO/plot_23_annotated.las,16,tree_328,16.6740768,56.576,101.9868805,15.2,3400,79.81813615,3400,0.96361,0.80795,0.878941384,68.07923773,12.48410031,16.1363,4715.779943,100000,21.2054,plot_23_annotated.las
321,NIBIO,./NIBIO/plot_23_annotated.las,17,tree_329,18.16420731,60.784,129.2980167,17.04,3400,90.64750567,3400,0.96061,0.76309,0.850533022,84.66348505,12.91249992,16.8399,4266.939751,100000,23.436,plot_23_annotated.las
322,NIBIO,./NIBIO/plot_23_annotated.las,21,tree_330,10.97821259,30.0,59.56457067,10.84,3400,38.84552423,3400,0.964638178,0.80841,0.879641241,36.40160207,8.041399682,11.4147,2793.320929,40835,14.6188,plot_23_annotated.las
323,NIBIO,./NIBIO/plot_23_annotated.las,24,tree_331,15.74460433,69.136,158.4603553,15.64,3400,107.6525187,3400,0.88387,0.69072,0.775448449,82.04694756,10.29335014,15.1603,5187.798297,100000,19.276,plot_23_annotated.las
324,NIBIO,./NIBIO/plot_23_annotated.las,26,tree_332,14.0891765,22.304,85.22377334,15.08,3400,31.15545285,3400,0.924995748,0.63149,0.750569757,35.76090537,9.323399002,18.23755,685.0416331,17639,25.7488,plot_23_annotated.las
325,NIBIO,./NIBIO/plot_23_annotated.las,28,tree_333,18.5351634,21.928,44.10033766,19.6,3400,17.13318672,3400,0.966984493,0.90369,0.934266458,33.39846212,18.06195054,21.0909,1024.864376,29471,28.756,plot_23_annotated.las
326,NIBIO,./NIBIO/plot_2_annotated.las,1,tree_334,25.02655167,114.248,291.848835,23.56,3400,205.3224097,3400,0.8042,0.61174,0.694890049,175.7286688,18.38505129,24.1081,2844.723607,100000,35.1528,plot_2_annotated.las
327,NIBIO,./NIBIO/plot_2_annotated.las,2,tree_335,18.74754148,73.744,206.0077642,17.48,3400,128.7233556,3400,0.879310169,0.61099,0.720995315,107.4838735,14.1572009,18.2309,3511.884343,98285,27.9864,plot_2_annotated.las
328,NIBIO,./NIBIO/plot_2_annotated.las,3,tree_336,20.70222248,36.6,171.4226847,19.24,3400,72.14561689,3400,0.924540744,0.55479,0.69345677,47.77946745,12.97935038,23.18785,1297.724855,42460,32.7188,plot_2_annotated.las
329,NIBIO,./NIBIO/plot_2_annotated.las,4,tree_337,22.19990066,63.448,150.1252187,21.72,3400,83.83740512,3400,0.938382595,0.77202,0.847110655,81.85936238,17.34590123,22.1632,3465.28463,95882,27.6693,plot_2_annotated.las
330,NIBIO,./NIBIO/plot_2_annotated.las,5,tree_338,8.229876923,16.104,35.848119,8.56,3400,17.31822112,3400,0.966934521,0.79737,0.874003971,20.96179738,6.716550028,8.62905,1514.090296,18418,12.1644,plot_2_annotated.las
331,NIBIO,./NIBIO/plot_2_annotated.las,6,tree_339,9.199353673,14.76,29.87830867,10.16,3400,12.94843613,3400,0.963845877,0.82947,0.891623444,20.34415251,7.266499851,9.53125,1198.367079,13885,11.5866,plot_2_annotated.las
332,NIBIO,./NIBIO/plot_2_annotated.las,7,tree_340,24.8306115,97.064,368.988069,23.84,3400,208.536626,3400,0.80064,0.5687,0.665026901,149.4808402,15.92549974,25.14035,2828.886324,100000,35.3496,plot_2_annotated.las
333,NIBIO,./NIBIO/plot_2_annotated.las,9,tree_342,20.87820987,100.072,263.0097097,18.6,3400,174.4924297,3400,0.83819,0.61163,0.707207998,140.6562702,11.2119003,19.63055,3633.390862,100000,27.5225,plot_2_annotated.las
